Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO","Procedure Type","Application type","Decision level",App_pc,Applied
2016,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,23
2016,Thailand,Guinea,THA,GIN,U,N,FI,P,15
2016,Thailand,India,THA,IND,U,A,AR,P,6
2016,Thailand,India,THA,IND,U,N,FI,P,20
2016,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,A,AR,P,23
2016,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,66
2016,Thailand,Iraq,THA,IRQ,U,N,FI,P,113
2016,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,N,FI,P,5
2016,Thailand,"Sri Lanka",THA,LKA,U,A,AR,P,16
2016,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,35
2016,Thailand,Myanmar,THA,MMR,G,N,FI,P,176
2016,Thailand,Nepal,THA,NPL,U,N,FI,P,5
2016,Thailand,Nigeria,THA,NGA,U,N,FI,P,18
2016,Thailand,Pakistan,THA,PAK,U,A,AR,P,469
2016,Thailand,Pakistan,THA,PAK,U,N,FI,P,853
2016,Thailand,Pakistan,THA,PAK,U,R,RA,P,5
2016,Thailand,"Russian Federation",THA,RUS,U,N,FI,P,10
2016,Thailand,Somalia,THA,SOM,U,A,AR,P,17
2016,Thailand,Somalia,THA,SOM,U,N,FI,P,51
2016,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,51
2016,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,222
2016,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,16
2016,Thailand,Sudan,THA,SDN,U,N,FI,P,5
2016,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,70
2016,Thailand,Uzbekistan,THA,UZB,U,N,FI,P,5
2016,Thailand,Yemen,THA,YEM,U,N,FI,P,14
2017,Thailand,Afghanistan,THA,AFG,U,N,FI,P,42
2017,Thailand,Egypt,THA,EGY,U,A,AR,P,8
2017,Thailand,Egypt,THA,EGY,U,N,FI,P,23
2017,Thailand,Bangladesh,THA,BGD,U,N,FI,P,5
2017,Thailand,Cambodia,THA,KHM,U,A,AR,P,18
2017,Thailand,Cambodia,THA,KHM,U,N,FI,P,149
2017,Thailand,Cambodia,THA,KHM,U,R,RA,P,5
2017,Thailand,China,THA,CHN,U,A,AR,P,10
2017,Thailand,China,THA,CHN,U,N,FI,P,51
2017,Thailand,"Dem. Rep. of the Congo",THA,COD,U,A,AR,P,5
2017,Thailand,"Dem. Rep. of the Congo",THA,COD,U,N,FI,P,15
2017,Thailand,Ethiopia,THA,ETH,U,A,AR,P,5
2017,Thailand,Ethiopia,THA,ETH,U,N,FI,P,14
2017,Thailand,"State of Palestine",THA,PSE,U,A,AR,P,7
2017,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,23
2017,Thailand,Guinea,THA,GIN,U,A,AR,P,6
2017,Thailand,India,THA,IND,U,A,AR,P,11
2017,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,A,AR,P,35
2017,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,48
2017,Thailand,Iraq,THA,IRQ,U,N,FI,P,54
2017,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,N,FI,P,6
2017,Thailand,"Sri Lanka",THA,LKA,U,A,AR,P,36
2017,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,26
2017,Thailand,Myanmar,THA,MMR,G,N,FI,P,109
2017,Thailand,Nepal,THA,NPL,U,A,AR,P,5
2017,Thailand,Nigeria,THA,NGA,U,A,AR,P,5
2017,Thailand,Nigeria,THA,NGA,U,N,FI,P,6
2017,Thailand,Pakistan,THA,PAK,U,A,AR,P,1579
2017,Thailand,Pakistan,THA,PAK,U,N,FI,P,314
2017,Thailand,Pakistan,THA,PAK,U,R,RA,P,20
2017,Thailand,"Russian Federation",THA,RUS,U,N,FI,P,5
2017,Thailand,Somalia,THA,SOM,U,A,AR,P,18
2017,Thailand,Somalia,THA,SOM,U,N,FI,P,54
2017,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,162
2017,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,216
2017,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,47
2017,Thailand,Sudan,THA,SDN,U,N,FI,P,5
2017,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,57
2017,Thailand,Yemen,THA,YEM,U,N,FI,P,15
2017,Thailand,Zimbabwe,THA,ZWE,U,N,FI,P,8
2018,Thailand,Afghanistan,THA,AFG,U,N,FI,P,56
2018,Thailand,Egypt,THA,EGY,U,N,FI,P,7
2018,Thailand,Cambodia,THA,KHM,U,A,AR,P,56
2018,Thailand,Cambodia,THA,KHM,U,N,FI,P,232
2018,Thailand,China,THA,CHN,U,A,AR,P,5
2018,Thailand,China,THA,CHN,U,N,FI,P,38
2018,Thailand,Cameroon,THA,CMR,U,A,AR,P,5
2018,Thailand,Cameroon,THA,CMR,U,N,FI,P,6
2018,Thailand,"Dem. Rep. of the Congo",THA,COD,U,N,FI,P,5
2018,Thailand,Ethiopia,THA,ETH,U,A,AR,P,5
2018,Thailand,Ethiopia,THA,ETH,U,N,FI,P,5
2018,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,8
2018,Thailand,Guinea,THA,GIN,U,N,FI,P,5
2018,Thailand,India,THA,IND,U,N,FI,P,5
2018,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,A,AR,P,8
2018,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,28
2018,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,R,RA,P,5
2018,Thailand,Iraq,THA,IRQ,U,N,FI,P,49
2018,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,A,AR,P,5
2018,Thailand,"Sri Lanka",THA,LKA,U,A,AR,P,10
2018,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,18
2018,Thailand,Myanmar,THA,MMR,G,N,FI,P,10
2018,Thailand,Nigeria,THA,NGA,U,N,FI,P,5
2018,Thailand,Pakistan,THA,PAK,U,A,AR,P,77
2018,Thailand,Pakistan,THA,PAK,U,N,FI,P,141
2018,Thailand,Pakistan,THA,PAK,U,R,RA,P,23
2018,Thailand,"Russian Federation",THA,RUS,U,A,AR,P,7
2018,Thailand,"Russian Federation",THA,RUS,U,N,FI,P,5
2018,Thailand,Somalia,THA,SOM,U,A,AR,P,43
2018,Thailand,Somalia,THA,SOM,U,N,FI,P,22
2018,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,96
2018,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,497
2018,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,11
2018,Thailand,Sudan,THA,SDN,U,N,FI,P,6
2018,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,10
2018,Thailand,Uganda,THA,UGA,U,N,FI,P,5
2018,Thailand,Yemen,THA,YEM,U,N,FI,P,5
2019,Thailand,Afghanistan,THA,AFG,U,N,FI,P,34
2019,Thailand,Egypt,THA,EGY,U,A,AR,P,5
2019,Thailand,Egypt,THA,EGY,U,N,FI,P,5
2019,Thailand,Cambodia,THA,KHM,U,A,AR,P,48
2019,Thailand,Cambodia,THA,KHM,U,N,FI,P,125
2019,Thailand,China,THA,CHN,U,N,FI,P,22
2019,Thailand,Cameroon,THA,CMR,U,N,FI,P,46
2019,Thailand,Ethiopia,THA,ETH,U,N,FI,P,5
2019,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,7
2019,Thailand,India,THA,IND,U,N,FI,P,5
2019,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,A,AR,P,7
2019,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,28
2019,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,R,RA,P,5
2019,Thailand,Iraq,THA,IRQ,U,N,FI,P,6
2019,Thailand,Jordan,THA,JOR,U,N,FI,P,5
2019,Thailand,Kuwait,THA,KWT,U,N,FI,P,5
2019,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,N,FI,P,5
2019,Thailand,"Sri Lanka",THA,LKA,U,A,AR,P,5
2019,Thailand,Myanmar,THA,MMR,G,N,FI,P,24
2019,Thailand,Pakistan,THA,PAK,U,A,AR,P,21
2019,Thailand,Pakistan,THA,PAK,U,N,FI,P,123
2019,Thailand,Pakistan,THA,PAK,U,R,RA,P,20
2019,Thailand,Somalia,THA,SOM,U,A,AR,P,12
2019,Thailand,Somalia,THA,SOM,U,N,FI,P,19
2019,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,118
2019,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,227
2019,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,13
2019,Thailand,Yemen,THA,YEM,U,N,FI,P,8
2019,Thailand,Zimbabwe,THA,ZWE,U,N,FI,P,9
2020,Thailand,Afghanistan,THA,AFG,U,N,FI,P,36
2020,Thailand,Cambodia,THA,KHM,U,A,AR,P,9
2020,Thailand,Cambodia,THA,KHM,U,N,FI,P,71
2020,Thailand,Cambodia,THA,KHM,U,R,RA,P,5
2020,Thailand,China,THA,CHN,U,N,FI,P,18
2020,Thailand,Cameroon,THA,CMR,U,N,FI,P,13
2020,Thailand,"Dem. Rep. of the Congo",THA,COD,U,R,RA,P,5
2020,Thailand,Ethiopia,THA,ETH,U,N,FI,P,5
2020,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,5
2020,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,17
2020,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,N,FI,P,5
2020,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,7
2020,Thailand,Nigeria,THA,NGA,U,N,FI,P,5
2020,Thailand,Pakistan,THA,PAK,U,A,AR,P,6
2020,Thailand,Pakistan,THA,PAK,U,N,FI,P,67
2020,Thailand,Pakistan,THA,PAK,U,R,RA,P,18
2020,Thailand,Somalia,THA,SOM,U,N,FI,P,5
2020,Thailand,Somalia,THA,SOM,U,R,RA,P,5
2020,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,22
2020,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,204
2020,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,25
2020,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,11
2020,Thailand,Yemen,THA,YEM,U,N,FI,P,5
2021,Thailand,Afghanistan,THA,AFG,U,N,FI,P,9
2021,Thailand,Algeria,THA,DZA,U,N,FI,P,5
2021,Thailand,Cambodia,THA,KHM,U,A,AR,P,41
2021,Thailand,Cambodia,THA,KHM,U,N,FI,P,67
2021,Thailand,Cambodia,THA,KHM,U,R,RA,P,5
2021,Thailand,China,THA,CHN,U,A,AR,P,9
2021,Thailand,China,THA,CHN,U,N,FI,P,10
2021,Thailand,Cameroon,THA,CMR,U,A,AR,P,7
2021,Thailand,Cameroon,THA,CMR,U,N,FI,P,16
2021,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,5
2021,Thailand,Guinea,THA,GIN,U,A,AR,P,5
2021,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,A,AR,P,5
2021,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,6
2021,Thailand,"Sri Lanka",THA,LKA,U,A,AR,P,5
2021,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,5
2021,Thailand,Morocco,THA,MAR,U,N,FI,P,6
2021,Thailand,Myanmar,THA,MMR,U,N,FI,P,5
2021,Thailand,Nigeria,THA,NGA,U,N,FI,P,12
2021,Thailand,Pakistan,THA,PAK,U,A,AR,P,23
2021,Thailand,Pakistan,THA,PAK,U,N,FI,P,36
2021,Thailand,Pakistan,THA,PAK,U,R,RA,P,19
2021,Thailand,Somalia,THA,SOM,U,N,FI,P,5
2021,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,131
2021,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,103
2021,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,40
2021,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,6
2021,Thailand,Yemen,THA,YEM,U,N,FI,P,5
2022,Thailand,Afghanistan,THA,AFG,U,N,FI,P,38
2022,Thailand,Cambodia,THA,KHM,U,A,AR,P,8
2022,Thailand,Cambodia,THA,KHM,U,N,FI,P,111
2022,Thailand,China,THA,CHN,U,N,FI,P,71
2022,Thailand,Cameroon,THA,CMR,U,N,FI,P,19
2022,Thailand,"Dem. Rep. of the Congo",THA,COD,U,N,FI,P,5
2022,Thailand,Ethiopia,THA,ETH,U,N,FI,P,6
2022,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,5
2022,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,5
2022,Thailand,Iraq,THA,IRQ,U,N,FI,P,11
2022,Thailand,Myanmar,THA,MMR,G,N,FI,P,32
2022,Thailand,Nigeria,THA,NGA,U,A,AR,P,10
2022,Thailand,Nigeria,THA,NGA,U,N,FI,P,5
2022,Thailand,Pakistan,THA,PAK,U,A,AR,P,5
2022,Thailand,Pakistan,THA,PAK,U,N,FI,P,161
2022,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,27
2022,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,148
2022,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,10
2022,Thailand,Sudan,THA,SDN,U,N,FI,P,5
2022,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,10
2022,Thailand,Yemen,THA,YEM,U,N,FI,P,5
2023,Thailand,Afghanistan,THA,AFG,U,N,FI,P,32
2023,Thailand,Egypt,THA,EGY,U,N,FI,P,5
2023,Thailand,Cambodia,THA,KHM,U,A,AR,P,53
2023,Thailand,Cambodia,THA,KHM,U,N,FI,P,172
2023,Thailand,China,THA,CHN,U,A,AR,P,9
2023,Thailand,China,THA,CHN,U,N,FI,P,69
2023,Thailand,Cameroon,THA,CMR,U,A,AR,P,12
2023,Thailand,Cameroon,THA,CMR,U,N,FI,P,70
2023,Thailand,"Dem. Rep. of the Congo",THA,COD,U,N,FI,P,6
2023,Thailand,Ethiopia,THA,ETH,U,N,FI,P,39
2023,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,11
2023,Thailand,Iraq,THA,IRQ,U,N,FI,P,5
2023,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,N,FI,P,5
2023,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,8
2023,Thailand,Myanmar,THA,MMR,G,N,FI,P,47
2023,Thailand,Nigeria,THA,NGA,U,A,AR,P,8
2023,Thailand,Nigeria,THA,NGA,U,N,FI,P,9
2023,Thailand,Pakistan,THA,PAK,U,A,AR,P,61
2023,Thailand,Pakistan,THA,PAK,U,N,FI,P,470
2023,Thailand,Pakistan,THA,PAK,U,R,RA,P,14
2023,Thailand,Somalia,THA,SOM,U,N,FI,P,23
2023,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,47
2023,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,504
2023,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,25
2023,Thailand,Sudan,THA,SDN,U,N,FI,P,5
2023,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,15
2023,Thailand,Uganda,THA,UGA,U,N,FI,P,5
2023,Thailand,Yemen,THA,YEM,U,N,FI,P,5
2024,Thailand,Afghanistan,THA,AFG,U,N,FI,P,86
2024,Thailand,Cambodia,THA,KHM,U,A,AR,P,20
2024,Thailand,Cambodia,THA,KHM,U,N,FI,P,104
2024,Thailand,China,THA,CHN,U,A,AR,P,11
2024,Thailand,China,THA,CHN,U,N,FI,P,39
2024,Thailand,Cameroon,THA,CMR,U,A,AR,P,12
2024,Thailand,Cameroon,THA,CMR,U,N,FI,P,24
2024,Thailand,Ethiopia,THA,ETH,U,N,FI,P,25
2024,Thailand,"State of Palestine",THA,PSE,U,N,FI,P,6
2024,Thailand,Guinea,THA,GIN,U,N,FI,P,5
2024,Thailand,India,THA,IND,U,N,FI,P,5
2024,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,11
2024,Thailand,Iraq,THA,IRQ,U,N,FI,P,5
2024,Thailand,Kuwait,THA,KWT,U,N,FI,P,5
2024,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,N,FI,P,7
2024,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,17
2024,Thailand,Nigeria,THA,NGA,U,A,AR,P,13
2024,Thailand,Nigeria,THA,NGA,U,N,FI,P,13
2024,Thailand,Pakistan,THA,PAK,U,A,AR,P,58
2024,Thailand,Pakistan,THA,PAK,U,N,FI,P,552
2024,Thailand,Pakistan,THA,PAK,U,R,RA,P,5
2024,Thailand,"Russian Federation",THA,RUS,U,N,FI,P,11
2024,Thailand,Somalia,THA,SOM,U,N,FI,P,29
2024,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,8
2024,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,651
2024,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,8
2024,Thailand,Sudan,THA,SDN,U,N,FI,P,12
2024,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,18
2024,Thailand,Uganda,THA,UGA,U,N,FI,P,5
2024,Thailand,Yemen,THA,YEM,U,N,FI,P,6
2025,Thailand,Afghanistan,THA,AFG,U,N,FI,P,150
2025,Thailand,Cambodia,THA,KHM,U,A,AR,P,45
2025,Thailand,Cambodia,THA,KHM,U,N,FI,P,45
2025,Thailand,Cambodia,THA,KHM,U,R,RA,P,7
2025,Thailand,China,THA,CHN,U,A,AR,P,11
2025,Thailand,China,THA,CHN,U,N,FI,P,28
2025,Thailand,Cameroon,THA,CMR,U,A,AR,P,5
2025,Thailand,Cameroon,THA,CMR,U,N,FI,P,8
2025,Thailand,"Dem. Rep. of the Congo",THA,COD,U,N,FI,P,7
2025,Thailand,Ethiopia,THA,ETH,U,N,FI,P,13
2025,Thailand,"State of Palestine",THA,PSE,U,R,RA,P,5
2025,Thailand,Guinea,THA,GIN,U,N,FI,P,5
2025,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,N,FI,P,5
2025,Thailand,"Sri Lanka",THA,LKA,U,N,FI,P,5
2025,Thailand,Morocco,THA,MAR,U,N,FI,P,5
2025,Thailand,Nigeria,THA,NGA,U,A,AR,P,6
2025,Thailand,Nigeria,THA,NGA,U,N,FI,P,8
2025,Thailand,Pakistan,THA,PAK,U,A,AR,P,105
2025,Thailand,Pakistan,THA,PAK,U,N,FI,P,443
2025,Thailand,Pakistan,THA,PAK,U,R,RA,P,25
2025,Thailand,Somalia,THA,SOM,U,N,FI,P,25
2025,Thailand,Somalia,THA,SOM,U,R,RA,P,5
2025,Thailand,"Viet Nam",THA,VNM,U,A,AR,P,70
2025,Thailand,"Viet Nam",THA,VNM,U,N,FI,P,198
2025,Thailand,"Viet Nam",THA,VNM,U,R,RA,P,6
2025,Thailand,"Syrian Arab Rep.",THA,SYR,U,N,FI,P,14
2025,Thailand,Yemen,THA,YEM,U,N,FI,P,5
