Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO","Procedure Type","Dec level","Dec pc","Dec recognized","dec other","dec rejected","dec closed","dec total"
2013,Thailand,Pakistan,THA,PAK,U,FI,P,115,0,15,30,160
2013,Thailand,Somalia,THA,SOM,U,FI,P,17,0,0,0,17
2013,Thailand,"Viet Nam",THA,VNM,U,AR,P,17,0,23,20,60
2013,Thailand,"Viet Nam",THA,VNM,U,FI,P,29,0,5,38,72
2013,Thailand,"Viet Nam",THA,VNM,U,RA,P,12,0,0,0,12
2013,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,35,0,0,36,71
2013,Thailand,Uganda,THA,UGA,U,FI,P,0,0,0,5,5
2014,Thailand,Afghanistan,THA,AFG,U,FI,P,12,0,0,0,12
2014,Thailand,Egypt,THA,EGY,U,FI,P,0,0,0,10,10
2014,Thailand,Cambodia,THA,KHM,U,FI,P,39,0,0,5,44
2014,Thailand,Cambodia,THA,KHM,U,RA,P,0,0,0,11,11
2014,Thailand,China,THA,CHN,U,AR,P,0,0,5,0,5
2014,Thailand,China,THA,CHN,U,FI,P,42,0,11,15,68
2014,Thailand,China,THA,CHN,U,RA,P,5,0,0,0,5
2014,Thailand,Cameroon,THA,CMR,U,FI,P,0,0,0,5,5
2014,Thailand,"Dem. Rep. of the Congo",THA,COD,U,AR,P,5,0,0,0,5
2014,Thailand,"Dem. Rep. of the Congo",THA,COD,U,FI,P,5,0,0,0,5
2014,Thailand,"State of Palestine",THA,PSE,U,FI,P,230,0,5,41,276
2014,Thailand,"Cote d'Ivoire",THA,CIV,U,FI,P,5,0,0,0,5
2014,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,0,0,10,0,10
2014,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,14,0,19,25,58
2014,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,RA,P,0,0,0,5,5
2014,Thailand,Iraq,THA,IRQ,U,FI,P,5,0,0,12,17
2014,Thailand,Iraq,THA,IRQ,U,RA,P,0,0,0,5,5
2014,Thailand,Jordan,THA,JOR,U,FI,P,5,0,0,0,5
2014,Thailand,Libya,THA,LBY,U,FI,P,0,0,0,5,5
2014,Thailand,"Sri Lanka",THA,LKA,U,AR,P,5,0,5,0,10
2014,Thailand,"Sri Lanka",THA,LKA,U,FI,P,21,0,0,5,26
2014,Thailand,"Sri Lanka",THA,LKA,U,RA,P,18,0,0,5,23
2014,Thailand,Myanmar,THA,MMR,G,FI,P,740,0,0,310,1050
2014,Thailand,Nepal,THA,NPL,U,FI,P,0,0,0,5,5
2014,Thailand,Pakistan,THA,PAK,U,AR,P,0,0,14,0,14
2014,Thailand,Pakistan,THA,PAK,U,FI,P,291,0,334,195,820
2014,Thailand,Somalia,THA,SOM,U,FI,P,30,0,0,16,46
2014,Thailand,"Viet Nam",THA,VNM,U,AR,P,27,0,21,0,48
2014,Thailand,"Viet Nam",THA,VNM,U,FI,P,10,0,5,22,37
2014,Thailand,"Viet Nam",THA,VNM,U,RA,P,40,0,5,0,45
2014,Thailand,Sudan,THA,SDN,U,FI,P,0,0,0,5,5
2014,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,72,0,0,61,133
2015,Thailand,Afghanistan,THA,AFG,U,FI,P,12,0,0,0,12
2015,Thailand,Egypt,THA,EGY,U,FI,P,0,0,0,11,11
2015,Thailand,Bahrain,THA,BHR,U,FI,P,0,0,0,5,5
2015,Thailand,Bangladesh,THA,BGD,U,FI,P,0,0,0,5,5
2015,Thailand,Cambodia,THA,KHM,U,FI,P,16,0,0,13,29
2015,Thailand,Cambodia,THA,KHM,U,RA,P,5,0,0,0,5
2015,Thailand,China,THA,CHN,U,AR,P,0,0,5,0,5
2015,Thailand,China,THA,CHN,U,FI,P,63,0,0,19,82
2015,Thailand,China,THA,CHN,U,RA,P,5,0,0,0,5
2015,Thailand,Cameroon,THA,CMR,U,FI,P,0,0,0,12,12
2015,Thailand,"Dem. Rep. of the Congo",THA,COD,U,FI,P,0,0,0,12,12
2015,Thailand,Ethiopia,THA,ETH,U,FI,P,5,0,0,0,5
2015,Thailand,"State of Palestine",THA,PSE,U,FI,P,232,0,5,10,247
2015,Thailand,Guinea,THA,GIN,U,FI,P,0,0,0,5,5
2015,Thailand,"Cote d'Ivoire",THA,CIV,U,FI,P,5,0,0,0,5
2015,Thailand,India,THA,IND,U,FI,P,0,0,0,5,5
2015,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,0,0,11,0,11
2015,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,10,0,20,39,69
2015,Thailand,Iraq,THA,IRQ,U,FI,P,22,0,0,65,87
2015,Thailand,Jordan,THA,JOR,U,FI,P,5,0,0,0,5
2015,Thailand,Liberia,THA,LBR,U,FI,P,0,0,5,68,73
2015,Thailand,"Sri Lanka",THA,LKA,U,AR,P,0,0,5,0,5
2015,Thailand,"Sri Lanka",THA,LKA,U,FI,P,22,0,10,53,85
2015,Thailand,"Sri Lanka",THA,LKA,U,RA,P,14,0,11,0,25
2015,Thailand,Myanmar,THA,MMR,G,FI,P,152,0,15,0,167
2015,Thailand,Nigeria,THA,NGA,U,FI,P,0,0,11,0,11
2015,Thailand,Pakistan,THA,PAK,U,AR,P,27,0,22,12,61
2015,Thailand,Pakistan,THA,PAK,U,FI,P,306,0,163,472,941
2015,Thailand,Pakistan,THA,PAK,U,RA,P,0,0,5,0,5
2015,Thailand,"Sierra Leone",THA,SLE,U,FI,P,0,0,0,13,13
2015,Thailand,Somalia,THA,SOM,U,FI,P,34,0,28,50,112
2015,Thailand,"Viet Nam",THA,VNM,U,AR,P,28,0,21,0,49
2015,Thailand,"Viet Nam",THA,VNM,U,FI,P,77,0,17,78,172
2015,Thailand,"Viet Nam",THA,VNM,U,RA,P,40,0,5,0,45
2015,Thailand,Sudan,THA,SDN,U,FI,P,14,0,0,0,14
2015,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,36,0,0,66,102
2015,Thailand,"United Rep. of Tanzania",THA,TZA,U,FI,P,5,0,0,0,5
2015,Thailand,Uzbekistan,THA,UZB,U,FI,P,0,0,0,5,5
2015,Thailand,Yemen,THA,YEM,U,FI,P,0,0,0,5,5
2016,Thailand,Afghanistan,THA,AFG,U,AR,P,5,0,0,0,5
2016,Thailand,Afghanistan,THA,AFG,U,FI,P,44,0,5,10,59
2016,Thailand,Egypt,THA,EGY,U,FI,P,0,0,0,14,14
2016,Thailand,Bangladesh,THA,BGD,U,FI,P,0,0,0,5,5
2016,Thailand,Cambodia,THA,KHM,U,AR,P,0,0,0,5,5
2016,Thailand,Cambodia,THA,KHM,U,FI,P,36,0,13,10,59
2016,Thailand,Cambodia,THA,KHM,U,RA,P,12,0,0,5,17
2016,Thailand,China,THA,CHN,U,AR,P,0,0,5,0,5
2016,Thailand,China,THA,CHN,U,FI,P,97,0,16,24,137
2016,Thailand,Cameroon,THA,CMR,U,FI,P,0,0,0,11,11
2016,Thailand,"Dem. Rep. of the Congo",THA,COD,U,FI,P,15,0,0,5,20
2016,Thailand,Eritrea,THA,ERI,U,FI,P,5,0,0,0,5
2016,Thailand,Ethiopia,THA,ETH,U,FI,P,5,0,5,14,24
2016,Thailand,"State of Palestine",THA,PSE,U,FI,P,103,0,10,17,130
2016,Thailand,Guinea,THA,GIN,U,FI,P,0,0,0,5,5
2016,Thailand,"Cote d'Ivoire",THA,CIV,U,FI,P,5,0,0,0,5
2016,Thailand,India,THA,IND,U,FI,P,0,0,15,11,26
2016,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,0,0,14,5,19
2016,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,10,0,25,41,76
2016,Thailand,Iraq,THA,IRQ,U,FI,P,171,0,0,73,244
2016,Thailand,Jordan,THA,JOR,U,FI,P,0,0,5,0,5
2016,Thailand,Liberia,THA,LBR,U,AR,P,0,0,5,0,5
2016,Thailand,Liberia,THA,LBR,U,FI,P,0,0,0,5,5
2016,Thailand,"Sri Lanka",THA,LKA,U,AR,P,0,0,5,0,5
2016,Thailand,"Sri Lanka",THA,LKA,U,FI,P,16,0,36,37,89
2016,Thailand,"Sri Lanka",THA,LKA,U,RA,P,0,0,5,0,5
2016,Thailand,Myanmar,THA,MMR,G,FI,P,525,0,14,0,539
2016,Thailand,Nepal,THA,NPL,U,FI,P,5,0,5,0,10
2016,Thailand,Nigeria,THA,NGA,U,AR,P,0,0,5,0,5
2016,Thailand,Nigeria,THA,NGA,U,FI,P,0,0,5,11,16
2016,Thailand,Pakistan,THA,PAK,U,AR,P,92,0,285,15,392
2016,Thailand,Pakistan,THA,PAK,U,FI,P,1396,0,960,636,2992
2016,Thailand,Pakistan,THA,PAK,U,RA,P,0,0,5,0,5
2016,Thailand,"Russian Federation",THA,RUS,U,FI,P,0,0,5,0,5
2016,Thailand,"Sierra Leone",THA,SLE,U,FI,P,0,0,5,0,5
2016,Thailand,Somalia,THA,SOM,U,AR,P,0,0,11,0,11
2016,Thailand,Somalia,THA,SOM,U,FI,P,108,0,34,95,237
2016,Thailand,"Viet Nam",THA,VNM,U,AR,P,5,0,24,0,29
2016,Thailand,"Viet Nam",THA,VNM,U,FI,P,121,0,55,98,274
2016,Thailand,"Viet Nam",THA,VNM,U,RA,P,5,0,19,5,29
2016,Thailand,Sudan,THA,SDN,U,FI,P,5,0,5,11,21
2016,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,230,0,0,41,271
2016,Thailand,"Syrian Arab Rep.",THA,SYR,U,RA,P,0,0,0,5,5
2016,Thailand,Ukraine,THA,UKR,U,FI,P,5,0,0,0,5
2016,Thailand,Uzbekistan,THA,UZB,U,FI,P,0,0,0,5,5
2016,Thailand,Yemen,THA,YEM,U,FI,P,14,0,0,15,29
2017,Thailand,Afghanistan,THA,AFG,U,FI,P,43,0,0,11,54
2017,Thailand,Egypt,THA,EGY,U,AR,P,0,0,5,0,5
2017,Thailand,Egypt,THA,EGY,U,FI,P,12,0,14,5,31
2017,Thailand,Bangladesh,THA,BGD,U,FI,P,0,0,5,0,5
2017,Thailand,Cambodia,THA,KHM,U,AR,P,0,0,5,0,5
2017,Thailand,Cambodia,THA,KHM,U,FI,P,63,0,20,30,113
2017,Thailand,China,THA,CHN,U,AR,P,0,0,5,0,5
2017,Thailand,China,THA,CHN,U,FI,P,52,0,10,19,81
2017,Thailand,Cameroon,THA,CMR,U,FI,P,0,0,0,5,5
2017,Thailand,"Dem. Rep. of the Congo",THA,COD,U,AR,P,0,0,5,0,5
2017,Thailand,"Dem. Rep. of the Congo",THA,COD,U,FI,P,11,0,0,5,16
2017,Thailand,Eritrea,THA,ERI,U,FI,P,5,0,0,0,5
2017,Thailand,Ethiopia,THA,ETH,U,AR,P,0,0,5,0,5
2017,Thailand,Ethiopia,THA,ETH,U,FI,P,5,0,5,11,21
2017,Thailand,"State of Palestine",THA,PSE,U,AR,P,0,0,5,0,5
2017,Thailand,"State of Palestine",THA,PSE,U,FI,P,31,0,0,12,43
2017,Thailand,Guinea,THA,GIN,U,AR,P,0,0,5,0,5
2017,Thailand,Guinea,THA,GIN,U,FI,P,0,0,5,5,10
2017,Thailand,India,THA,IND,U,AR,P,0,0,15,0,15
2017,Thailand,India,THA,IND,U,FI,P,0,0,5,14,19
2017,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,5,0,23,5,33
2017,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,25,0,34,42,101
2017,Thailand,Iraq,THA,IRQ,U,FI,P,94,0,5,11,110
2017,Thailand,"Sri Lanka",THA,LKA,U,AR,P,0,0,27,0,27
2017,Thailand,"Sri Lanka",THA,LKA,U,FI,P,27,0,32,26,85
2017,Thailand,Myanmar,THA,MMR,G,FI,P,676,0,5,0,681
2017,Thailand,Nepal,THA,NPL,U,AR,P,0,0,5,0,5
2017,Thailand,Nepal,THA,NPL,U,FI,P,0,0,0,5,5
2017,Thailand,Nigeria,THA,NGA,U,AR,P,0,0,5,0,5
2017,Thailand,Nigeria,THA,NGA,U,FI,P,0,0,5,10,15
2017,Thailand,Pakistan,THA,PAK,U,AR,P,36,0,1273,55,1364
2017,Thailand,Pakistan,THA,PAK,U,FI,P,372,0,1262,833,2467
2017,Thailand,Pakistan,THA,PAK,U,RA,P,5,0,5,0,10
2017,Thailand,Philippines,THA,PHL,U,FI,P,0,0,5,0,5
2017,Thailand,"Russian Federation",THA,RUS,U,FI,P,0,0,5,5,10
2017,Thailand,Somalia,THA,SOM,U,AR,P,5,0,17,0,22
2017,Thailand,Somalia,THA,SOM,U,FI,P,80,0,34,36,150
2017,Thailand,"Viet Nam",THA,VNM,U,AR,P,5,0,27,10,42
2017,Thailand,"Viet Nam",THA,VNM,U,FI,P,194,0,191,25,410
2017,Thailand,"Viet Nam",THA,VNM,U,RA,P,16,0,11,0,27
2017,Thailand,Sudan,THA,SDN,U,FI,P,0,0,0,5,5
2017,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,73,0,0,17,90
2017,Thailand,Uzbekistan,THA,UZB,U,FI,P,0,0,0,5,5
2017,Thailand,Yemen,THA,YEM,U,FI,P,24,0,0,0,24
2017,Thailand,Zimbabwe,THA,ZWE,U,FI,P,10,0,0,0,10
2018,Thailand,Afghanistan,THA,AFG,U,AR,P,5,0,0,0,5
2018,Thailand,Afghanistan,THA,AFG,U,FI,P,50,0,0,0,50
2018,Thailand,Egypt,THA,EGY,U,FI,P,0,0,14,0,14
2018,Thailand,Bangladesh,THA,BGD,U,FI,P,0,0,0,5,5
2018,Thailand,Cambodia,THA,KHM,U,AR,P,0,0,41,5,46
2018,Thailand,Cambodia,THA,KHM,U,FI,P,47,0,124,103,274
2018,Thailand,China,THA,CHN,U,AR,P,0,0,11,0,11
2018,Thailand,China,THA,CHN,U,FI,P,21,0,10,10,41
2018,Thailand,China,THA,CHN,U,RA,P,0,0,5,0,5
2018,Thailand,Cameroon,THA,CMR,U,FI,P,0,0,5,0,5
2018,Thailand,"Dem. Rep. of the Congo",THA,COD,U,FI,P,0,0,0,10,10
2018,Thailand,Ethiopia,THA,ETH,U,AR,P,0,0,5,0,5
2018,Thailand,Ethiopia,THA,ETH,U,FI,P,0,0,0,12,12
2018,Thailand,"State of Palestine",THA,PSE,U,AR,P,0,0,5,0,5
2018,Thailand,"State of Palestine",THA,PSE,U,FI,P,13,0,0,0,13
2018,Thailand,Guinea,THA,GIN,U,AR,P,0,0,0,5,5
2018,Thailand,India,THA,IND,U,AR,P,0,0,0,5,5
2018,Thailand,India,THA,IND,U,FI,P,0,0,0,5,5
2018,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,0,0,20,0,20
2018,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,13,0,13,29,55
2018,Thailand,Iraq,THA,IRQ,U,FI,P,5,0,0,44,49
2018,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,AR,P,0,0,5,0,5
2018,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,FI,P,0,0,12,0,12
2018,Thailand,"Sri Lanka",THA,LKA,U,AR,P,5,0,15,5,25
2018,Thailand,"Sri Lanka",THA,LKA,U,FI,P,5,0,5,17,27
2018,Thailand,Malaysia,THA,MYS,U,FI,P,0,0,0,5,5
2018,Thailand,Myanmar,THA,MMR,G,FI,P,10,0,0,0,10
2018,Thailand,Myanmar,THA,MMR,U,FI,P,0,0,0,254,254
2018,Thailand,Nigeria,THA,NGA,U,FI,P,0,0,0,5,5
2018,Thailand,Pakistan,THA,PAK,U,AR,P,56,0,470,35,561
2018,Thailand,Pakistan,THA,PAK,U,FI,P,96,0,40,140,276
2018,Thailand,Pakistan,THA,PAK,U,RA,P,12,0,0,0,12
2018,Thailand,"Russian Federation",THA,RUS,U,FI,P,0,0,5,5,10
2018,Thailand,Somalia,THA,SOM,U,AR,P,5,0,33,5,43
2018,Thailand,Somalia,THA,SOM,U,FI,P,30,0,46,41,117
2018,Thailand,"Viet Nam",THA,VNM,U,AR,P,41,0,125,5,171
2018,Thailand,"Viet Nam",THA,VNM,U,FI,P,220,0,137,78,435
2018,Thailand,"Viet Nam",THA,VNM,U,RA,P,5,0,11,5,21
2018,Thailand,Sudan,THA,SDN,U,FI,P,0,0,0,5,5
2018,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,12,0,0,0,12
2018,Thailand,Yemen,THA,YEM,U,FI,P,5,0,0,0,5
2019,Thailand,Afghanistan,THA,AFG,U,FI,P,22,0,0,5,27
2019,Thailand,Egypt,THA,EGY,U,FI,P,0,0,0,5,5
2019,Thailand,Bangladesh,THA,BGD,U,FI,P,0,0,5,0,5
2019,Thailand,Cambodia,THA,KHM,U,AR,P,5,0,44,5,54
2019,Thailand,Cambodia,THA,KHM,U,FI,P,43,0,48,70,161
2019,Thailand,China,THA,CHN,U,FI,P,11,0,0,11,22
2019,Thailand,Cameroon,THA,CMR,U,AR,P,5,0,0,0,5
2019,Thailand,Cameroon,THA,CMR,U,FI,P,27,0,0,0,27
2019,Thailand,"Dem. Rep. of the Congo",THA,COD,U,FI,P,0,0,0,5,5
2019,Thailand,Ethiopia,THA,ETH,U,FI,P,10,0,0,5,15
2019,Thailand,"State of Palestine",THA,PSE,U,FI,P,5,0,5,0,10
2019,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,5,0,0,0,5
2019,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,5,0,5,26,36
2019,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,RA,P,5,0,0,0,5
2019,Thailand,Iraq,THA,IRQ,U,FI,P,5,0,5,19,29
2019,Thailand,Kuwait,THA,KWT,U,FI,P,0,0,5,0,5
2019,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,FI,P,5,0,0,0,5
2019,Thailand,"Sri Lanka",THA,LKA,U,AR,P,0,0,0,5,5
2019,Thailand,"Sri Lanka",THA,LKA,U,FI,P,0,0,0,11,11
2019,Thailand,Myanmar,THA,MMR,G,FI,P,15,0,0,0,15
2019,Thailand,Pakistan,THA,PAK,U,AR,P,0,0,18,5,23
2019,Thailand,Pakistan,THA,PAK,U,FI,P,88,0,22,20,130
2019,Thailand,Pakistan,THA,PAK,U,RA,P,0,0,14,0,14
2019,Thailand,"Russian Federation",THA,RUS,U,AR,P,0,0,5,0,5
2019,Thailand,Somalia,THA,SOM,U,AR,P,0,0,12,0,12
2019,Thailand,Somalia,THA,SOM,U,FI,P,13,0,5,16,34
2019,Thailand,"Viet Nam",THA,VNM,U,AR,P,5,0,97,0,102
2019,Thailand,"Viet Nam",THA,VNM,U,FI,P,82,0,89,93,264
2019,Thailand,"Viet Nam",THA,VNM,U,RA,P,0,0,0,5,5
2019,Thailand,"South Sudan",THA,SSD,U,FI,P,0,0,0,5,5
2019,Thailand,Sudan,THA,SDN,U,FI,P,0,0,0,5,5
2019,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,12,0,0,0,12
2019,Thailand,Uzbekistan,THA,UZB,U,FI,P,0,0,0,5,5
2019,Thailand,Yemen,THA,YEM,U,FI,P,10,0,0,0,10
2020,Thailand,Afghanistan,THA,AFG,U,FI,P,36,0,0,0,36
2020,Thailand,Egypt,THA,EGY,U,AR,P,5,0,0,0,5
2020,Thailand,Egypt,THA,EGY,U,FI,P,5,0,0,0,5
2020,Thailand,Cambodia,THA,KHM,U,AR,P,12,0,0,5,17
2020,Thailand,Cambodia,THA,KHM,U,FI,P,29,0,5,15,49
2020,Thailand,China,THA,CHN,U,FI,P,10,0,0,5,15
2020,Thailand,Cameroon,THA,CMR,U,FI,P,20,0,0,5,25
2020,Thailand,Ethiopia,THA,ETH,U,FI,P,5,0,0,0,5
2020,Thailand,"State of Palestine",THA,PSE,U,FI,P,5,0,0,0,5
2020,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,15,0,0,0,15
2020,Thailand,Kuwait,THA,KWT,U,AR,P,0,0,5,0,5
2020,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,FI,P,5,0,0,0,5
2020,Thailand,"Sri Lanka",THA,LKA,U,AR,P,0,0,11,0,11
2020,Thailand,"Sri Lanka",THA,LKA,U,FI,P,0,0,5,0,5
2020,Thailand,Myanmar,THA,MMR,G,FI,P,15,0,0,0,15
2020,Thailand,Pakistan,THA,PAK,U,AR,P,5,0,13,0,18
2020,Thailand,Pakistan,THA,PAK,U,FI,P,63,0,0,11,74
2020,Thailand,Pakistan,THA,PAK,U,RA,P,0,0,5,0,5
2020,Thailand,Somalia,THA,SOM,U,AR,P,5,0,5,0,10
2020,Thailand,Somalia,THA,SOM,U,FI,P,11,0,0,0,11
2020,Thailand,Somalia,THA,SOM,U,RA,P,5,0,0,0,5
2020,Thailand,"Viet Nam",THA,VNM,U,AR,P,10,0,14,0,24
2020,Thailand,"Viet Nam",THA,VNM,U,FI,P,93,0,28,34,155
2020,Thailand,"Viet Nam",THA,VNM,U,RA,P,5,0,0,0,5
2020,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,13,0,0,0,13
2020,Thailand,Zimbabwe,THA,ZWE,U,FI,P,10,0,0,0,10
2021,Thailand,Afghanistan,THA,AFG,U,FI,P,18,0,0,5,23
2021,Thailand,Cambodia,THA,KHM,U,AR,P,5,0,12,0,17
2021,Thailand,Cambodia,THA,KHM,U,FI,P,62,0,22,29,113
2021,Thailand,Cambodia,THA,KHM,U,RA,P,5,0,0,0,5
2021,Thailand,China,THA,CHN,U,FI,P,12,0,5,5,22
2021,Thailand,Cameroon,THA,CMR,U,FI,P,13,0,5,0,18
2021,Thailand,"Dem. Rep. of the Congo",THA,COD,U,RA,P,5,0,0,0,5
2021,Thailand,Ethiopia,THA,ETH,U,FI,P,5,0,0,0,5
2021,Thailand,"State of Palestine",THA,PSE,U,FI,P,5,0,0,0,5
2021,Thailand,Guinea,THA,GIN,U,FI,P,0,0,0,5,5
2021,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,0,0,5,0,5
2021,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,14,0,0,10,24
2021,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,RA,P,5,0,0,0,5
2021,Thailand,"Sri Lanka",THA,LKA,U,FI,P,0,0,0,5,5
2021,Thailand,Myanmar,THA,MMR,U,FI,P,5,0,0,0,5
2021,Thailand,Pakistan,THA,PAK,U,AR,P,13,0,10,0,23
2021,Thailand,Pakistan,THA,PAK,U,FI,P,23,0,13,14,50
2021,Thailand,Pakistan,THA,PAK,U,RA,P,15,0,10,0,25
2021,Thailand,Somalia,THA,SOM,U,FI,P,5,0,0,5,10
2021,Thailand,"Viet Nam",THA,VNM,U,AR,P,30,0,46,15,91
2021,Thailand,"Viet Nam",THA,VNM,U,FI,P,102,0,83,65,250
2021,Thailand,"Viet Nam",THA,VNM,U,RA,P,17,0,5,0,22
2021,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,5,0,0,0,5
2021,Thailand,Yemen,THA,YEM,U,FI,P,5,0,0,0,5
2022,Thailand,Afghanistan,THA,AFG,U,FI,P,24,0,0,0,24
2022,Thailand,Cambodia,THA,KHM,U,AR,P,0,0,0,24,24
2022,Thailand,Cambodia,THA,KHM,U,FI,P,51,0,5,20,76
2022,Thailand,China,THA,CHN,U,FI,P,5,0,0,0,5
2022,Thailand,Cameroon,THA,CMR,U,FI,P,13,0,0,0,13
2022,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,0,0,0,5,5
2022,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,0,0,0,5,5
2022,Thailand,"Sri Lanka",THA,LKA,U,AR,P,0,0,0,5,5
2022,Thailand,Morocco,THA,MAR,U,FI,P,5,0,0,0,5
2022,Thailand,Myanmar,THA,MMR,G,FI,P,32,0,0,0,32
2022,Thailand,Nigeria,THA,NGA,U,FI,P,0,0,12,0,12
2022,Thailand,Pakistan,THA,PAK,U,AR,P,0,0,0,13,13
2022,Thailand,Pakistan,THA,PAK,U,FI,P,36,0,5,12,53
2022,Thailand,Somalia,THA,SOM,U,AR,P,0,0,0,5,5
2022,Thailand,"Viet Nam",THA,VNM,U,AR,P,0,0,19,17,36
2022,Thailand,"Viet Nam",THA,VNM,U,FI,P,96,0,17,16,129
2022,Thailand,"Viet Nam",THA,VNM,U,RA,P,0,0,0,5,5
2022,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,10,0,0,0,10
2023,Thailand,Afghanistan,THA,AFG,U,FI,P,27,0,0,0,27
2023,Thailand,Cambodia,THA,KHM,U,AR,P,5,0,11,12,28
2023,Thailand,Cambodia,THA,KHM,U,FI,P,78,0,49,5,132
2023,Thailand,China,THA,CHN,U,AR,P,0,0,0,5,5
2023,Thailand,China,THA,CHN,U,FI,P,5,0,10,63,78
2023,Thailand,Cameroon,THA,CMR,U,AR,P,0,0,5,0,5
2023,Thailand,Cameroon,THA,CMR,U,FI,P,16,0,10,5,31
2023,Thailand,"Dem. Rep. of the Congo",THA,COD,U,FI,P,5,0,0,0,5
2023,Thailand,Ethiopia,THA,ETH,U,FI,P,5,0,0,5,10
2023,Thailand,"State of Palestine",THA,PSE,U,FI,P,5,0,0,0,5
2023,Thailand,Guinea,THA,GIN,U,AR,P,0,0,0,5,5
2023,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,AR,P,0,0,5,0,5
2023,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,5,0,0,0,5
2023,Thailand,Iraq,THA,IRQ,U,FI,P,0,0,0,13,13
2023,Thailand,"Lao People's Dem. Rep.",THA,LAO,U,FI,P,5,0,0,0,5
2023,Thailand,"Sri Lanka",THA,LKA,U,FI,P,0,0,0,5,5
2023,Thailand,Myanmar,THA,MMR,G,FI,P,47,0,0,0,47
2023,Thailand,Nigeria,THA,NGA,U,AR,P,0,0,5,5,10
2023,Thailand,Nigeria,THA,NGA,U,FI,P,0,0,10,0,10
2023,Thailand,Pakistan,THA,PAK,U,AR,P,0,0,0,10,10
2023,Thailand,Pakistan,THA,PAK,U,FI,P,141,0,57,18,216
2023,Thailand,Pakistan,THA,PAK,U,RA,P,0,0,0,17,17
2023,Thailand,Somalia,THA,SOM,U,FI,P,5,0,0,0,5
2023,Thailand,"Viet Nam",THA,VNM,U,AR,P,13,0,23,25,61
2023,Thailand,"Viet Nam",THA,VNM,U,FI,P,136,0,38,13,187
2023,Thailand,"Viet Nam",THA,VNM,U,RA,P,0,0,13,24,37
2023,Thailand,Sudan,THA,SDN,U,FI,P,5,0,0,0,5
2023,Thailand,"Syrian Arab Rep.",THA,SYR,U,FI,P,10,0,0,0,10
2024,Thailand,Afghanistan,THA,AFG,U,FI,P,18,0,0,0,18
2024,Thailand,Egypt,THA,EGY,U,FI,P,0,0,5,0,5
2024,Thailand,Cambodia,THA,KHM,U,AR,P,5,0,5,15,25
2024,Thailand,Cambodia,THA,KHM,U,FI,P,86,0,21,11,118
2024,Thailand,China,THA,CHN,U,AR,P,0,0,0,11,11
2024,Thailand,China,THA,CHN,U,FI,P,25,0,10,13,48
2024,Thailand,Cameroon,THA,CMR,U,AR,P,0,0,12,0,12
2024,Thailand,Cameroon,THA,CMR,U,FI,P,28,0,13,5,46
2024,Thailand,Ethiopia,THA,ETH,U,FI,P,5,0,0,0,5
2024,Thailand,"State of Palestine",THA,PSE,U,FI,P,0,0,0,5,5
2024,Thailand,"Iran (Islamic Rep. of)",THA,IRN,U,FI,P,0,0,0,5,5
2024,Thailand,Kuwait,THA,KWT,U,FI,P,5,0,0,0,5
